Date Created,Number of Likes,Source of Tweet,Tweet,Location,Number of Retweets,#hashtags
2022-08-17 14:57:12+00:00,99221,Twitter Media Studio,"This teaser is full of my favorite things - mystery, mayhem and murder. https://t.co/Bho1j7Lj7I",,20576,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1559915476351717377, 'id_str': '1559915476351717377', 'indices': [72, 95], 'media_url': 'http://pbs.twimg.com/media/FaXwZvxUEAAOS5r.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FaXwZvxUEAAOS5r.jpg', 'url': 'https://t.co/Bho1j7Lj7I', 'display_url': 'pic.twitter.com/Bho1j7Lj7I', 'expanded_url': 'https://twitter.com/wednesdayaddams/status/1559917264698085377/video/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 366, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1104, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 647, 'resize': 'fit'}}}]}"
2022-08-16 21:46:54+00:00,78,Twitter Web App,@File22_gal Fair point. Respect.,,3,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'File22_gal', 'name': 'Lauren', 'id': 1341654107635871745, 'id_str': '1341654107635871745', 'indices': [0, 11]}], 'urls': []}"
2022-08-16 17:05:23+00:00,7838,Twitter Web App,Shortly after this photo was taken I tested my antique limb stretcher on Pugsley. Little to no growth so far. https://t.co/MO2Kot4feE,,1303,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1559586941191876608, 'id_str': '1559586941191876608', 'indices': [110, 133], 'media_url': 'http://pbs.twimg.com/media/FaTED1oUcAAEs5x.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FaTED1oUcAAEs5x.jpg', 'url': 'https://t.co/MO2Kot4feE', 'display_url': 'pic.twitter.com/MO2Kot4feE', 'expanded_url': 'https://twitter.com/wednesdayaddams/status/1559587133945286657/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1365, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}}}]}"
2022-06-16 20:59:58+00:00,58,Twitter Web App,"@SlimNSoft On behalf of Netflix and Netflix only, thanks.",,3,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SlimNSoft', 'name': '🌙 Dani', 'id': 16879574, 'id_str': '16879574', 'indices': [0, 10]}], 'urls': []}"
2022-06-16 18:54:26+00:00,3941,Twitter Web App,Help me understand. https://t.co/DGgZIk4dij,,353,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DGgZIk4dij', 'expanded_url': 'https://twitter.com/wbpictures/status/1537102719525081089', 'display_url': 'twitter.com/wbpictures/sta…', 'indices': [20, 43]}]}"
2022-06-06 17:50:57+00:00,2813,Twitter Web App,It seems I am trending. While I have your attention - anyone have a guillotine I can borrow this weekend.,,269,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
2022-06-06 17:15:17+00:00,947,Twitter Web App,My lips are sealed. Thing did a surprisingly adequate job with the needle and thread. https://t.co/Kda08AH0gl,,55,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Kda08AH0gl', 'expanded_url': 'https://twitter.com/enoughformeliv/status/1533846964172951552', 'display_url': 'twitter.com/enoughformeliv…', 'indices': [86, 109]}]}"
2022-06-06 17:14:58+00:00,649,Twitter Web App,I’ve sent Thing to fetch the smelling salts. https://t.co/BzRSeZY9Pf,,34,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/BzRSeZY9Pf', 'expanded_url': 'https://twitter.com/WandinhaBrasil/status/1533847058729385985', 'display_url': 'twitter.com/WandinhaBrasil…', 'indices': [45, 68]}]}"
2022-06-06 17:14:32+00:00,893,Twitter Web App,I love the smell of hostility in the morning. https://t.co/Jsbt3OUbew,,59,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Jsbt3OUbew', 'expanded_url': 'https://twitter.com/_Potter_Head7_/status/1533845110303391745', 'display_url': 'twitter.com/_Potter_Head7_…', 'indices': [46, 69]}]}"
2022-06-06 16:14:02+00:00,1109,Twitter Web App,Your wait will be quite painful. I envy you. https://t.co/XFpAJdLLiM,,70,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XFpAJdLLiM', 'expanded_url': 'https://twitter.com/minorusbtch/status/1533842461461815303', 'display_url': 'twitter.com/minorusbtch/st…', 'indices': [45, 68]}]}"
2022-06-06 16:02:48+00:00,30727,Twitter Media Studio,Family life is killing me. Time to lose the dead weight. https://t.co/NlkAH8YVSO,,7430,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1533830584320921601, 'id_str': '1533830584320921601', 'indices': [57, 80], 'media_url': 'http://pbs.twimg.com/media/FUlDUhVUUAAgEQ7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FUlDUhVUUAAgEQ7.jpg', 'url': 'https://t.co/NlkAH8YVSO', 'display_url': 'pic.twitter.com/NlkAH8YVSO', 'expanded_url': 'https://twitter.com/wednesdayaddams/status/1533841848061464577/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}"
2022-06-01 20:04:52+00:00,1032,Twitter Web App,"Your compliments make me nauseous, and not in a good way. https://t.co/NQQN4VVECm",,69,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/NQQN4VVECm', 'expanded_url': 'https://twitter.com/fleMitchfilm/status/1532072298936926210', 'display_url': 'twitter.com/fleMitchfilm/s…', 'indices': [58, 81]}]}"
2022-06-01 18:35:16+00:00,995,Twitter Web App,You should try apathy sometime. It’s freeing. https://t.co/TMgUx0jrhE,,101,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/TMgUx0jrhE', 'expanded_url': 'https://twitter.com/minorusbtch/status/1532050356913459204', 'display_url': 'twitter.com/minorusbtch/st…', 'indices': [46, 69]}]}"
2022-06-01 17:28:41+00:00,854,Twitter Web App,"Whenever I need to relax, I simply spend a few hours at the county morgue. You should try it. https://t.co/qbJmwPCC1N",,64,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qbJmwPCC1N', 'expanded_url': 'https://twitter.com/jennaortegabra/status/1532044430215102464', 'display_url': 'twitter.com/jennaortegabra…', 'indices': [94, 117]}]}"
2022-06-01 17:25:08+00:00,656,Twitter Web App,I see what you did there. https://t.co/kapipnlSgs,,36,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kapipnlSgs', 'expanded_url': 'https://twitter.com/NetflixGeeked/status/1532044553078771713', 'display_url': 'twitter.com/NetflixGeeked/…', 'indices': [26, 49]}]}"
2022-06-01 17:10:14+00:00,1001,Twitter Web App,I would feel gratitude but I’m dead inside. https://t.co/0wlzBo2wNu,,99,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0wlzBo2wNu', 'expanded_url': 'https://twitter.com/netflix/status/1532044302972465152', 'display_url': 'twitter.com/netflix/status…', 'indices': [44, 67]}]}"
2022-06-01 16:55:00+00:00,6695,Twitter Media Studio,Enjoy this marketing ploy. https://t.co/RBgB7TrV6K,,1552,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1532039777045753856, 'id_str': '1532039777045753856', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/media/FULmx3gUsAArcAW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FULmx3gUsAArcAW.jpg', 'url': 'https://t.co/RBgB7TrV6K', 'display_url': 'pic.twitter.com/RBgB7TrV6K', 'expanded_url': 'https://twitter.com/wednesdayaddams/status/1532043043750166528/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1500, 'h': 1500, 'resize': 'fit'}}}]}"
2022-06-01 16:00:07+00:00,4399,Twitter Web App,I’ve started this account as an experiment in sadism. Thing tells me Twitter is the most effective place to feel pa… https://t.co/hwqyJiRyhF,,796,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hwqyJiRyhF', 'expanded_url': 'https://twitter.com/i/web/status/1532029232301236224', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
